author_is_maintainer,closed_on,coder,comments,confidence,engine,ev_id,is_pr,method,observed_on,polarity,repo_id,schema,signal,snippet,state,url,v
True,2022-10-16,rule-v0.1,,high,godot,4fd761645d85,False,rule,,demand,Whimfoome/godot-FirstPersonStarter,blocked_demand,migration-branch-exists,branch gd-3.x (0 commits),merged,https://github.com/Whimfoome/godot-FirstPersonStarter/tree/gd-3.x,0.1
True,2021-11-18,rule-v0.1,,high,godot,4fd761645d85,False,rule,,demand,Greaby/godot-2d-track-generator,blocked_demand,migration-branch-exists,branch godot-3 (0 commits),merged,https://github.com/Greaby/godot-2d-track-generator/tree/godot-3,0.1
True,2022-02-08,rule-v0.1,,high,godot,4fd761645d85,False,rule,,demand,KoBeWi/Godot-Spritesheet-Generator,blocked_demand,migration-branch-exists,branch 3.x (0 commits),merged,https://github.com/KoBeWi/Godot-Spritesheet-Generator/tree/3.x,0.1
True,2023-08-29,rule-v0.1,,high,godot,4fd761645d85,False,rule,,demand,gdquest-demos/godot-visual-effects,blocked_demand,migration-branch-exists,branch godot-3 (0 commits),merged,https://github.com/gdquest-demos/godot-visual-effects/tree/godot-3,0.1
True,2023-01-03,rule-v0.1,,high,godot,4fd761645d85,False,rule,,demand,LucaJunge/godot_orbit_controls,blocked_demand,migration-branch-exists,branch 3.x (0 commits),merged,https://github.com/LucaJunge/godot_orbit_controls/tree/3.x,0.1
True,2023-01-25,rule-v0.1,,high,godot,642a24306b30,False,rule,,demand,MrEliptik/godot_experiments,blocked_demand,migration-branch-exists,branch 3.x (0 commits),merged,https://github.com/MrEliptik/godot_experiments/tree/3.x,0.1
True,2023-10-05,rule-v0.1,,high,godot,642a24306b30,False,rule,2023-09-27,demand,Greaby/godot-qrcode-generator,blocked_demand,migration-branch-exists,branch godot-3 (2 commits),open,https://github.com/Greaby/godot-qrcode-generator/tree/godot-3,0.1
True,2021-09-25,rule-v0.1,,high,godot,642a24306b30,False,rule,,demand,Zylann/solar_system_demo,blocked_demand,migration-branch-exists,branch godot3.x (0 commits),merged,https://github.com/Zylann/solar_system_demo/tree/godot3.x,0.1
True,2022-12-17,rule-v0.1,,high,godot,642a24306b30,False,rule,,demand,Zylann/solar_system_demo,blocked_demand,migration-branch-exists,branch godot4 (0 commits),merged,https://github.com/Zylann/solar_system_demo/tree/godot4,0.1
True,2022-08-02,rule-v0.1,,high,godot,642a24306b30,False,rule,2022-07-31,demand,GodotVR/godot-xr-tools,blocked_demand,migration-branch-exists,branch 2.x (3 commits),open,https://github.com/GodotVR/godot-xr-tools/tree/2.x,0.1
True,2023-04-23,rule-v0.1,,high,godot,642a24306b30,False,rule,2023-03-31,demand,GodotVR/godot-xr-tools,blocked_demand,migration-branch-exists,branch 3.x (5 commits),open,https://github.com/GodotVR/godot-xr-tools/tree/3.x,0.1
True,2024-06-21,rule-v0.1,,high,godot,642a24306b30,False,rule,,demand,GodotVR/godot-xr-tools,blocked_demand,migration-branch-exists,branch 4.3.x (0 commits),merged,https://github.com/GodotVR/godot-xr-tools/tree/4.3.x,0.1
True,,rule-v0.1,,high,godot,d8c7ec7658ba,False,rule,2026-03-10,demand,MechanicalFlower/godot-template,blocked_demand,default-branch-is-migration,default branch is 4.x,default,https://github.com/MechanicalFlower/godot-template/tree/4.x,0.1
True,,rule-v0.1,,high,godot,0f20e25e728c,False,rule,2026-08-10,demand,viniciusgerevini/godot-clyde-dialogue,blocked_demand,default-branch-is-migration,default branch is godot_4,default,https://github.com/viniciusgerevini/godot-clyde-dialogue/tree/godot_4,0.1
